Pays,Catégorie,Item,Valeur,Plage
Guyana,Rent Per Month,Apartment (1 bedroom) Outside of Centre,456.68 €,263.18-734.03
Guyana,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,735.45 €","1,008.84-4,386.26"
Guyana,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,964.72 €,"526.35-2,193.13"
Guyana,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,436.06 €","3,147.52-4,013.13"
Guyana,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,792.78 €,"354.10-2,360.66"
Guyana,Salaries And Financing,Average Monthly Net Salary (After Tax),607.25 €,
Guyana,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.64,4.50-8.00
Haiti,Rent Per Month,Apartment (1 bedroom) in City Centre,823.95 €,811.69-836.20
Haiti,Rent Per Month,Apartment (1 bedroom) Outside of Centre,742.47 €,667.12-817.82
Haiti,Rent Per Month,Apartment (3 bedrooms) in City Centre,926.69 €,"695.56-1,157.81"
Haiti,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,735.12 €,592.69-877.55
Haiti,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,545.93 €","791.28-2,284.39"
Haiti,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,964.85 €,"551.34-1,378.35"
Haiti,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,359.97 €",
Haiti,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",13.50,12.00-15.00
Honduras,Rent Per Month,Apartment (1 bedroom) in City Centre,429.61 €,161.47-781.07
Honduras,Rent Per Month,Apartment (1 bedroom) Outside of Centre,340.80 €,179.42-551.34
Honduras,Rent Per Month,Apartment (3 bedrooms) in City Centre,771.56 €,"321.62-1,470.24"
Honduras,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,624.05 €,"430.60-1,378.35"
Honduras,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,663.47 €,"395.64-1,076.49"
Honduras,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,706.89 €,"413.50-1,236.37"
Honduras,Salaries And Financing,Average Monthly Net Salary (After Tax),512.36 €,
Honduras,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",12.20,10.00-16.00
Hong Kong (China),Rent Per Month,Apartment (1 bedroom) in City Centre,"1,956.58 €","1,418.94-3,074.37"
Hong Kong (China),Rent Per Month,Apartment (1 bedroom) Outside of Centre,"1,454.55 €","1,064.20-2,270.30"
Hong Kong (China),Rent Per Month,Apartment (3 bedrooms) in City Centre,"4,276.92 €","2,956.12-7,094.70"
Hong Kong (China),Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"2,972.55 €","2,128.41-5,321.02"
Hong Kong (China),Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"24,444.04 €","19,091.67-31,819.46"
Hong Kong (China),Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"15,156.58 €","11,455.00-20,364.45"
Hong Kong (China),Salaries And Financing,Average Monthly Net Salary (After Tax),"3,327.15 €",
Hong Kong (China),Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.05,3.00-5.00
Hungary,Rent Per Month,Apartment (1 bedroom) in City Centre,507.02 €,350.40-750.85
Hungary,Rent Per Month,Apartment (1 bedroom) Outside of Centre,396.97 €,275.31-525.59
Hungary,Rent Per Month,Apartment (3 bedrooms) in City Centre,854.98 €,"550.62-1,501.70"
Hungary,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,675.29 €,"475.54-1,001.13"
Hungary,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,080.16 €","2,002.26-5,005.65"
Hungary,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,236.72 €","1,501.70-3,003.39"
Hungary,Salaries And Financing,Average Monthly Net Salary (After Tax),994.45 €,
Hungary,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",7.42,6.00-10.00
Iceland,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,895.29 €","1,572.05-2,323.91"
Iceland,Rent Per Month,Apartment (1 bedroom) Outside of Centre,"1,704.04 €","1,367.00-2,050.51"
Iceland,Rent Per Month,Apartment (3 bedrooms) in City Centre,"2,692.73 €","2,392.26-3,417.51"
Iceland,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"2,310.74 €","2,050.51-2,734.01"
Iceland,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"6,299.04 €","5,468.02-7,518.52"
Iceland,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"5,335.76 €","4,784.51-6,151.52"
Iceland,Salaries And Financing,Average Monthly Net Salary (After Tax),"3,767.15 €",
Iceland,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",9.72,5.00-11.00
India,Rent Per Month,Apartment (1 bedroom) in City Centre,170.40 €,84.62-608.74
India,Rent Per Month,Apartment (1 bedroom) Outside of Centre,106.87 €,52.88-505.41
India,Rent Per Month,Apartment (3 bedrooms) in City Centre,394.77 €,"190.38-1,618.97"
India,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,243.89 €,126.92-783.23
India,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,479.10 €","739.20-5,912.25"
India,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,797.07 €,"423.08-2,792.69"
India,Salaries And Financing,Average Monthly Net Salary (After Tax),498.20 €,
India,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",8.97,7.00-12.00
Indonesia,Rent Per Month,Apartment (1 bedroom) in City Centre,276.36 €,140.24-560.98
Indonesia,Rent Per Month,Apartment (1 bedroom) Outside of Centre,162.49 €,67.32-420.73
Indonesia,Rent Per Month,Apartment (3 bedrooms) in City Centre,719.61 €,"280.49-2,524.41"
Indonesia,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,395.41 €,"151.46-1,402.45"
Indonesia,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,110.38 €","560.98-2,243.92"
Indonesia,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,637.34 €,"280.49-1,400.00"
Indonesia,Salaries And Financing,Average Monthly Net Salary (After Tax),294.11 €,
Indonesia,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",9.25,6.00-12.00
Iran,Rent Per Month,Apartment (1 bedroom) in City Centre,301.85 €,165.40-735.12
Iran,Rent Per Month,Apartment (1 bedroom) Outside of Centre,207.45 €,91.89-459.45
Iran,Rent Per Month,Apartment (3 bedrooms) in City Centre,653.45 €,"321.62-1,517.05"
Iran,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,411.48 €,199.40-918.90
Iran,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,148.54 €","735.12-2,205.36"
Iran,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,702.55 €,"431.88-1,608.08"
Iran,Salaries And Financing,Average Monthly Net Salary (After Tax),236.23 €,
Iran,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",22.87,18.00-30.00
Iraq,Rent Per Month,Apartment (1 bedroom) in City Centre,290.29 €,140.10-525.38
Iraq,Rent Per Month,Apartment (1 bedroom) Outside of Centre,188.47 €,105.08-350.25
Iraq,Rent Per Month,Apartment (3 bedrooms) in City Centre,520.35 €,"280.20-1,050.76"
Iraq,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,357.69 €,183.78-700.51
Iraq,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,157.39 €","661.61-2,802.04"
Iraq,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,583.33 €,"315.23-1,378.35"
Iraq,Salaries And Financing,Average Monthly Net Salary (After Tax),495.10 €,
Iraq,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",8.53,5.00-19.00
Ireland,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,622.90 €","1,100.00-2,250.00"
Ireland,Rent Per Month,Apartment (1 bedroom) Outside of Centre,"1,386.16 €","900.00-2,000.00"
Ireland,Rent Per Month,Apartment (3 bedrooms) in City Centre,"2,717.71 €","1,800.00-4,000.00"
Ireland,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"2,245.49 €","1,500.00-3,250.00"
Ireland,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"4,260.66 €","2,650.00-8,000.00"
Ireland,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"3,460.27 €","2,200.00-6,500.00"
Ireland,Salaries And Financing,Average Monthly Net Salary (After Tax),"2,950.43 €",
Ireland,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.48,3.00-5.25
Isle Of Man,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,062.33 €","950.89-1,188.62"
Isle Of Man,Rent Per Month,Apartment (1 bedroom) Outside of Centre,925.42 €,"713.17-1,069.76"
Isle Of Man,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,928.96 €","1,782.93-2,210.83"
Isle Of Man,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,715.01 €","1,485.77-1,901.79"
Isle Of Man,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,268.70 €","2,020.65-5,348.78"
Isle Of Man,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,763.54 €","1,664.06-4,516.75"
Isle Of Man,Salaries And Financing,Average Monthly Net Salary (After Tax),"2,831.49 €",
Isle Of Man,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.66,2.50-5.25
Israel,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,060.86 €","755.89-1,738.55"
Israel,Rent Per Month,Apartment (1 bedroom) Outside of Centre,871.60 €,"629.91-1,259.82"
Israel,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,677.93 €","1,133.84-3,023.57"
Israel,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,451.26 €","1,007.86-2,141.70"
Israel,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"7,804.94 €","4,787.32-16,769.37"
Israel,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"6,560.32 €","4,283.39-12,598.22"
Israel,Salaries And Financing,Average Monthly Net Salary (After Tax),"2,674.36 €",
Israel,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.85,3.00-6.00
Italy,Rent Per Month,Apartment (1 bedroom) in City Centre,739.67 €,"500.00-1,361.14"
Italy,Rent Per Month,Apartment (1 bedroom) Outside of Centre,565.33 €,400.00-963.06
Italy,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,302.77 €","800.00-2,905.71"
Italy,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,937.19 €,"600.00-1,867.65"
Italy,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"3,721.60 €","2,000.00-8,764.06"
Italy,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"2,351.47 €","1,300.00-4,494.12"
Italy,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,611.82 €",
Italy,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",4.48,3.00-4.90
Ivory Coast,Rent Per Month,Apartment (1 bedroom) in City Centre,462.43 €,"152.45-1,219.59"
Ivory Coast,Rent Per Month,Apartment (1 bedroom) Outside of Centre,261.70 €,106.71-381.12
Ivory Coast,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,513.60 €","1,295.82-1,829.39"
Ivory Coast,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,792.73 €,"609.80-1,067.14"
Ivory Coast,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,981.84 €","1,524.49-2,286.74"
Ivory Coast,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,181.48 €","914.69-2,286.74"
Ivory Coast,Salaries And Financing,Average Monthly Net Salary (After Tax),147.88 €,
Ivory Coast,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",13.14,6.80-16.00
Jamaica,Rent Per Month,Apartment (1 bedroom) in City Centre,622.28 €,"292.99-1,054.77"
Jamaica,Rent Per Month,Apartment (1 bedroom) Outside of Centre,354.13 €,175.79-703.18
Jamaica,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,424.10 €","615.28-2,695.52"
Jamaica,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,920.45 €,"468.79-1,757.95"
Jamaica,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"2,238.51 €","1,639.14-2,838.36"
Jamaica,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,931.77 €","1,688.57-5,391.04"
Jamaica,Salaries And Financing,Average Monthly Net Salary (After Tax),663.56 €,
Jamaica,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",8.75,5.00-12.50
Japan,Rent Per Month,Apartment (1 bedroom) in City Centre,554.83 €,"369.94-1,233.13"
Japan,Rent Per Month,Apartment (1 bedroom) Outside of Centre,370.81 €,246.63-678.22
Japan,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,197.07 €","616.56-2,774.54"
Japan,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,737.03 €,"462.42-1,603.07"
Japan,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"6,147.77 €","2,466.25-12,331.27"
Japan,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"3,429.46 €","1,541.41-6,165.63"
Japan,Salaries And Financing,Average Monthly Net Salary (After Tax),"1,995.67 €",
Japan,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",1.83,1.00-2.48
Jersey,Rent Per Month,Apartment (1 bedroom) in City Centre,"1,693.78 €","1,426.34-1,901.79"
Jersey,Rent Per Month,Apartment (1 bedroom) Outside of Centre,"1,604.63 €","1,188.62-1,842.36"
Jersey,Rent Per Month,Apartment (3 bedrooms) in City Centre,"3,050.78 €","2,733.82-3,565.85"
Jersey,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"3,169.65 €","2,971.54-3,328.13"
Jersey,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"8,963.35 €","7,250.57-10,299.31"
Jersey,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"8,728.11 €","6,893.98-19,191.26"
Jersey,Salaries And Financing,Average Monthly Net Salary (After Tax),"3,130.03 €",
Jersey,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",3.57,1.30-5.25
Jordan,Rent Per Month,Apartment (1 bedroom) in City Centre,310.65 €,168.49-648.03
Jordan,Rent Per Month,Apartment (1 bedroom) Outside of Centre,214.00 €,129.61-388.82
Jordan,Rent Per Month,Apartment (3 bedrooms) in City Centre,541.47 €,"324.01-1,166.45"
Jordan,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,383.58 €,233.29-648.03
Jordan,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,122.30 €","557.30-1,814.47"
Jordan,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,725.56 €,"518.42-1,166.45"
Jordan,Salaries And Financing,Average Monthly Net Salary (After Tax),612.17 €,
Jordan,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",7.58,5.00-9.75
Kazakhstan,Rent Per Month,Apartment (1 bedroom) in City Centre,445.98 €,274.66-695.80
Kazakhstan,Rent Per Month,Apartment (1 bedroom) Outside of Centre,293.92 €,183.11-457.77
Kazakhstan,Rent Per Month,Apartment (3 bedrooms) in City Centre,821.41 €,"549.32-1,281.74"
Kazakhstan,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,569.34 €,366.21-915.53
Kazakhstan,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,209.09 €","915.53-1,831.06"
Kazakhstan,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,798.90 €,"549.32-1,281.74"
Kazakhstan,Salaries And Financing,Average Monthly Net Salary (After Tax),530.22 €,
Kazakhstan,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",17.70,12.00-22.00
Kenya,Rent Per Month,Apartment (1 bedroom) in City Centre,263.62 €,106.30-708.65
Kenya,Rent Per Month,Apartment (1 bedroom) Outside of Centre,126.57 €,70.86-276.37
Kenya,Rent Per Month,Apartment (3 bedrooms) in City Centre,748.65 €,"318.89-1,417.29"
Kenya,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,316.12 €,177.16-708.65
Kenya,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,320.15 €","708.65-3,543.23"
Kenya,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"1,181.59 €","566.92-2,480.26"
Kenya,Salaries And Financing,Average Monthly Net Salary (After Tax),327.10 €,
Kenya,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",13.57,10.90-18.00
Kiribati,Rent Per Month,Apartment (1 bedroom) in City Centre,697.52 €,
Kiribati,Rent Per Month,Apartment (1 bedroom) Outside of Centre,494.08 €,
Kiribati,Rent Per Month,Apartment (3 bedrooms) in City Centre,"1,220.67 €",
Kiribati,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,"1,104.41 €",
Kiribati,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"4,166.29 €",
Kiribati,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,"3,144.48 €",
Kiribati,Salaries And Financing,Average Monthly Net Salary (After Tax),290.63 €,
Kiribati,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",?,
Kosovo (Disputed Territory),Rent Per Month,Apartment (1 bedroom) in City Centre,288.05 €,200.00-400.00
Kosovo (Disputed Territory),Rent Per Month,Apartment (1 bedroom) Outside of Centre,217.68 €,150.00-280.00
Kosovo (Disputed Territory),Rent Per Month,Apartment (3 bedrooms) in City Centre,485.18 €,400.00-700.00
Kosovo (Disputed Territory),Rent Per Month,Apartment (3 bedrooms) Outside of Centre,351.78 €,250.00-500.00
Kosovo (Disputed Territory),Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,"1,581.06 €","980.00-2,200.00"
